(0.189848353776488, 0.981813425538863, 0)
(-0.141118613765445, 0.989992695351294, 0)
(0.609134490009251, 0.793066941109747, 0)
(-0.0245375496720798, 0.99969890900015, 0)
(0.643602890040854, 0.765359601710896, 0)
(0.215913996566946, -0.976412385258651, 0)
(0.0833089283378439, -0.996523769139101, 0)
(-0.991500595110995, 0.130102151767535, 0)
(-0.313094546926816, -0.949721961778652, 0)
(0.868616168051377, -0.49548557254449, 0)
(-0.949223090413108, -0.314603758125341, 0)
(-0.606678215290958, 0.794947509645371, 0)
(0.909197088473679, 0.416366010033221, 0)
(-0.193815508973866, -0.981037995431982, 0)
(0.733726337299597, -0.679445113274736, 0)
(0.648778174771883, 0.760977581758927, 0)
(-0.862832064078433, 0.505490681613569, 0)
(0.918556703326914, -0.395289239384518, 0)
(-0.432671815136484, -0.901551496247718, 0)
(-0.63173062852943, -0.7751879855737, 0)
(-0.105875041162727, -0.994379442496068, 0)
(0.892455570278683, -0.45113529575788, 0)
(0.030860879424318, 0.999523689624792, 0)
(0.966071057082975, -0.25827642685035, 0)
(-0.460435570537108, 0.887693125682613, 0)
(-0.448695053751607, 0.893684926995439, 0)
(-0.0293865047570434, -0.999568123410388, 0)
(-0.757891579832979, -0.652380527926969, 0)
(0.104713547464575, -0.994502424822275, 0)
(0.726446706672029, -0.687222804020184, 0)
(0.570890770837076, -0.821026021373896, 0)
(0.312721918651411, 0.949844724991922, 0)
(0.449738308502513, 0.893160374101593, 0)
(0.864419323486925, -0.502771551683671, 0)
(-0.924344006802115, -0.381560161821189, 0)
(-0.668212747772507, 0.743970243836618, 0)
(-0.429649150098181, -0.90299590686775, 0)
(-0.821886842538545, -0.569650786062849, 0)
(-0.428832786626638, -0.903383883581079, 0)
(0.977492791771624, -0.210968817682892, 0)
(0.843920982350449, -0.536467497196851, 0)
(0.99959218533407, -0.0285563131208773, 0)
(-0.238852235547613, 0.971055925049586, 0)
(-0.969389768420192, 0.245526937182554, 0)
(-0.860194991865938, 0.509965269375041, 0)
(-0.722238004413761, 0.691644608871079, 0)
(0.892001929118297, -0.452031590100998, 0)
(0.973319689288196, 0.229453224958661, 0)
(0.0721454049694735, -0.997394124978582, 0)
(0.764141440869879, 0.645048725559012, 0)
(-0.256533235497556, -0.966535410155859, 0)
(-0.788780674279738, 0.614674749670752, 0)
(-0.998082026252746, -0.0619053218327162, 0)
(0.986824765976054, 0.161792710763825, 0)
(-0.79623490087236, -0.604987588825409, 0)
(0.682390019750528, 0.730988276886076, 0)
(-0.901391604829481, 0.433004820692486, 0)
(-0.469841103256919, -0.882751005488139, 0)
(0.687307538938989, 0.726366537581151, 0)
(-0.854440709577399, -0.519548913786633, 0)
(0.599005762956672, 0.800744713341708, 0)
(0.689159727630671, -0.724609460200472, 0)
(0.0765516764494119, 0.997065615109048, 0)
(-0.450331732356904, -0.892861316684976, 0)
(0.902691502014768, 0.430288336107688, 0)
(-0.595667586180199, 0.80323105441352, 0)
(0.437169180755711, 0.899379290064754, 0)
(0.576590547201959, 0.817033255674055, 0)
(0.553477220435056, 0.832864314555189, 0)
(-0.995772238556624, -0.0918566759682168, 0)
(-0.965906632939418, 0.258890665037648, 0)
(0.421197156657824, -0.906969103786543, 0)
(-0.0368093025492615, 0.999322307989688, 0)
(-0.232734327255034, -0.972540350277122, 0)
(-0.117267574131633, -0.9931003554814, 0)
(-0.0774360530473054, -0.996997320803048, 0)
(-0.65124261003267, -0.75886959543642, 0)
(0.215493769396597, -0.976505215219686, 0)
(-0.962721492681369, -0.270494597967051, 0)
(0.946512232336129, -0.322667931530354, 0)
(-0.804210672131314, 0.594344340286084, 0)
(-0.257956593161782, -0.966156507013417, 0)
(0.59600211085478, -0.802982866477639, 0)
(-0.561486560658778, -0.827485856193069, 0)
(0.477867450672989, 0.878431955012623, 0)
(-0.954971571322121, 0.29669731708689, 0)
(-0.370922569612979, -0.92866379672716, 0)
(0.588319739111188, 0.80862839708493, 0)
(-0.384110285565651, 0.923287218866737, 0)
(-0.90967913027602, 0.415311786421074, 0)
(0.924464063115197, -0.381269191003602, 0)
(0.998987375434708, 0.0449913738629317, 0)
(-0.978664292134356, 0.20546582027471, 0)
(0.835764305942218, 0.549088358019839, 0)
(0.416591650080282, -0.909093722936963, 0)
(0.970325777897352, 0.241801333221921, 0)
(0.0480479396459402, -0.99884503077093, 0)
(-0.759455530803046, -0.650559218467207, 0)
(-0.769412528823073, 0.638752190203747, 0)
(0.922010215483469, 0.387165549273341, 0)
(0.306310640603382, 0.951931610701707, 0)
(0.144995038687783, -0.989432382103966, 0)
(0.729813679149616, -0.683646102692103, 0)
(0.0197769175427342, 0.999804417640024, 0)
(-0.57109219269844, -0.820885928396198, 0)
(0.768566685347216, -0.639769685257432, 0)
(0.643292655988533, 0.765620375088868, 0)
(0.292493372304482, -0.956267549986902, 0)
(-0.276398944972882, 0.961042987185213, 0)
(0.664828293200097, -0.746996211878378, 0)
(-0.999126235471881, 0.0417943248753612, 0)
(-0.617075740248631, -0.786903762093309, 0)
(0.691105506585086, 0.722753885335646, 0)
(0.416169804768419, 0.909286914894862, 0)
(0.378359380934729, 0.925658781008795, 0)
(-0.928162201148262, 0.372175937373191, 0)
(0.992589633812575, 0.121514685729001, 0)
(-0.868040431721423, -0.496493513448952, 0)
(-0.999516788869273, -0.0310835771502809, 0)
(-0.734379327201235, -0.678739275259257, 0)
(-0.5249850489397, -0.851111448865412, 0)
(0.984458892066096, 0.175615175403479, 0)
(0.532882002612735, -0.846189559904541, 0)
(-0.157588310188673, -0.987504898464751, 0)
(-0.88553352905869, -0.464575471708163, 0)
(-0.953280685454793, 0.302085972429769, 0)
(-0.598561768042853, 0.801076656654913, 0)
(0.517952344029354, 0.855409474646206, 0)
(0.787175150318347, -0.616729505311111, 0)
(-0.353920740069978, -0.935275419193897, 0)
(0.992125176772818, -0.125250283885923, 0)
(0.988279413009566, 0.152655827997061, 0)
(-0.789548451024008, 0.61368822987376, 0)
(-0.9923652405151, 0.123333812952519, 0)
(-0.0172310355576605, -0.999851534685831, 0)
(-0.704670093918079, -0.709535100426671, 0)
(0.472248880294037, -0.881465254596588, 0)
(-0.791038732591923, -0.611766069293946, 0)
(0.999932086393097, 0.0116542954118773, 0)
(-0.194721132779433, 0.980858644478956, 0)
(-0.387168687313424, 0.922008897768346, 0)
(0.77955866040787, -0.626329222520462, 0)
(0.614515695060239, -0.788904595324829, 0)
(-0.945059440522389, 0.326898537591573, 0)
(0.926241960646264, -0.376929476610897, 0)
(-0.270442185309061, 0.96273621745796, 0)
